AGILENT TECHNOLOGIES INC,A,43905700538.88,115.79,"1,981,556",116.00,114.16,115.58,114.69,06/09/2023
AEVA TECHNOLOGIES INC,AEVA,475059691.18,1.39,"620,741",1.4798,1.36,1.40,1.39,06/09/2023
ADDVANTAGE TECHNOLOGIES GROUP INC,AEY,24635791.76,0.62,"142,311",0.66,0.6132,0.65,0.6401,06/09/2023
AETERNA ZENTARIS INC,AEZS,22580953.6,2.84,"4,310",2.98,2.84,2.92,2.92,06/09/2023
AURA FAT PROJECTS ACQUISITION CORP,AFAR,86758670.31,10.59,"70,510",10.59,10.58,10.59,10.58,06/09/2023
AURA FAT PROJECTS ACQUISITION CORP UNIT 1 COM CL A & 1 RED WT (31/03/2027),AFARU,4320897.0,10.50,100,10.50,10.50,10.50,10.60,06/09/2023
ALLIANCEBERNSTEIN NATL MUNI INC FD,AFB,232741091.18,10.66,"63,053",10.67,10.51,10.51,10.55,06/09/2023
AFFINITY BANCSHARE,AFBI,14737704.34,12.31,"4,588",12.405,12.30,12.30,12.4434,06/09/2023
AFC GAMMA INC,AFCG,490865756.5,12.25,"145,814",12.36,12.071,12.31,12.32,06/09/2023
AMERICAN FINANCIAL GROUP INC OHIO,AFG,10483076743.2,116.10,"331,649",116.95,115.75,116.17,116.80,06/09/2023
AMERICAN FINANCIAL GROUP INC OHIO 5.875% SUBORD DEB DUE 30/03/2059 USD25,AFGB,69066566.03,24.43,"3,681",24.5099,24.29,24.38,24.34,06/09/2023
AMERICAN FINANCIAL GROUP INC OHIO 5.125% SUBORD DEB DUE 15/12/2059 USD25,AFGC,62920601.0,21.40,"4,634",21.58,21.1259,21.31,21.40,06/09/2023
AMERICAN FINANCIAL GROUP INC OHIO 4.500% SUBORD DEB DUE 15/09/2060,AFGE,58140646.2,18.20,"35,126",18.25,18.04,18.07,17.98,06/09/2023
ACUTUS MEDICAL INC,AFIB,222116820.2,0.8815,"25,424",0.9173,0.8621,0.8701,0.90,06/09/2023
AFLAC INC,AFL,44196577073.55,68.97,"1,741,507",69.08,68.04,68.31,68.21,06/09/2023
AFFIMED N V,AFMD,227956586.74,0.7099,"1,273,333",0.7285,0.65,0.70,0.6956,06/09/2023
FORAFRIC GLOBAL PLC,AFRI,88180754.46,11.395,"25,634",11.50,11.15,11.15,11.20,06/09/2023
AFFIRM HLDGS INC,AFRM,67899220706.92,17.39,"27,936,406",19.58,17.36,19.18,18.85,06/09/2023
APOLLO SENIOR FLOATING RATE FD INC,AFT,180671058.81,12.51,"37,603",12.58,12.50,12.52,12.50,06/09/2023
AFTERNEXT HEALTHTECH ACQUISITION CO,AFTR,180237212.1,10.34,"8,289",10.36,10.34,10.36,10.355,06/09/2023
AFTERNEXT HEALTHTECH ACQUISITION CO UNIT 1 ORD SHS A & 1/3 WT EXP,AFTR.U,1420845.55,10.37,551,10.37,10.37,10.37,10.35,06/06/2023
FIRST MAJESTIC SILVER CORP,AG,9302880778.38,5.74,"3,065,141",5.8636,5.73,5.86,5.86,06/09/2023
AFRICAN GOLD ACQUISITION CORP,AGAC,342282888.88,10.48,"2,485",10.49,10.468,10.49,10.42,06/08/2023
AFRICAN GOLD ACQUISITION CORP UNITS 1 CL A & 3 QUARTERS OF ONE RED WT,AGAC.U,9856387.59,10.57,886,10.57,10.42,10.42,10.4507,06/08/2023
ALLIED GAMING,AGAE,19998481.79,1.09,"61,755",1.15,1.09,1.10,1.09,06/09/2023
AGBA GROUP HOLDING LIMITED,AGBA,139925764.8,1.60,"157,996",1.62,1.56,1.61,1.65,06/09/2023
AGCO CORP,AGCO,19358378209.62,122.83,"484,776",123.24,121.36,122.66,122.77,06/09/2023
ABRDN GLOBAL DYNAMIC DIVIDEND FUND,AGD,125044147.28,9.32,"87,817",9.38,9.30,9.33,9.30,06/09/2023
AGEX THERAPEUTICS INC,AGE,3790396.8,0.64,"11,574",0.67,0.6244,0.6244,0.6339,06/09/2023
AGENUS INC,AGEN,2430702948.32,1.99,"12,261,572",2.13,1.94,2.06,2.04,06/09/2023
ALAMOS GOLD INC,AGI,11649251635.32,12.36,"1,273,849",12.485,12.265,12.41,12.45,06/09/2023
AGILETHOUGHT INC,AGIL,6816941.04,0.7992,"28,423",0.80,0.78,0.80,0.7891,06/09/2023
AGIOS PHARMACEUTICALS INC,AGIO,3800069083.46,25.87,"223,612",26.71,25.87,26.71,26.60,06/09/2023
AGILON HEALTH INC,AGL,12884266790.47,20.77,"1,544,226",21.26,20.56,21.00,20.99,06/09/2023
AEGLEA BIOTHERAPEUTICS INC,AGLE,43792835.74,0.134,"1,271,849",0.1487,0.13,0.13,0.1294,06/09/2023
FEDERAL AGRICULTURAL MORTGAGE CORP,AGM,1832232595.93,150.59,"29,542",150.61,147.74,150.07,150.45,06/09/2023
FEDERAL AGRICULTURAL MORTGAGE CORP,AGM.A,8069808.89,127.27,338,127.27,125.95,125.95,121.77,06/08/2023
AGM GROUP HOLDINGS INC,AGMH,6630636.32,1.76,"1,317",1.78,1.76,1.77,1.77,06/09/2023
FEDERAL AGRICULTURAL MORTGAGE CORP 6% NON-CUM PFD SER'C'USD25.00,AGMpC,33220266.3,25.47,569,25.52,25.47,25.47,25.23,06/09/2023
FEDERAL AGRICULTURAL MORTGAGE CORP 5.7% NON CUMULATIVE PREFERRED STK SER E,AGMpE,20775002.35,23.9077,"2,108",23.9077,23.80,23.80,23.60,06/09/2023
FEDERAL AGRICULTURAL MORTGAGE CORP 5.250% NON CUM PREF STOCK SR F,AGMpF,68522722.5,21.75,"6,166",22.39,21.63,21.93,21.8885,06/09/2023
FEDERAL AGRICULTURAL MORTGAGE CORP 4.875% NON CUMULATIVE PREF STOCK SR G,AGMpG,57590848.24,21.02,"1,433",21.02,20.8299,20.8299,20.83,06/09/2023
AGNC INVESTMENT CORP,AGNC,29412418865.83,9.79,"13,678,811",9.815,9.70,9.74,9.73,06/09/2023
AGNC INVESTMENT CORP DEP SHS REPSTG 1/1000TH PFD SER G,AGNCL,242112556.71,21.87,"7,692",22.00,21.8114,21.905,21.82,06/09/2023
AGNC INVESTMENT CORP 6.875% DEP SHS REP 1/1000TH PFD SR D,AGNCM,182206566.72,22.08,"5,058",22.11,22.05,22.10,22.14,06/09/2023
AGNC INVESTMENT CORP 7% CUM RED REP 1/1000 INT PFD SHS SER C,AGNCN,296338445.57,25.39,"11,669",25.39,25.21,25.23,25.32,06/09/2023
AGNC INVESTMENT CORP 6.50% DEP SHS REP 1/1000 CUM PFD SER E,AGNCO,255564902.79,22.29,"8,640",22.34,22.22,22.31,22.25,06/09/2023
AGNC INVESTMENT CORP 6.125% CUM RED PREF STK SERIES F,AGNCP,330270631.96,20.84,"17,480",20.84,20.64,20.64,20.71,06/09/2023
AVANGRID INC,AGR,6127817011.5,38.13,"439,843",38.69,38.09,38.69,38.66,06/09/2023
AGRIFORCE GROWING SYS LTD,AGRI,28444709.76,0.24,"431,219",0.25,0.2306,0.25,0.2457,06/09/2023
ADECOAGRO S A,AGRO,1508321203.15,9.55,"691,857",9.60,9.45,9.45,9.45,06/09/2023
AGILE THERAPEUTICS INC,AGRX,64011468.0,3.48,"21,816",3.71,3.40,3.56,3.58,06/09/2023
PLAYAGS INC,AGS,694432578.42,6.09,"244,839",6.10,5.95,6.06,6.05,06/09/2023
AGILITI INC,AGTI,1214374963.58,17.62,"138,476",17.64,17.17,17.51,17.47,06/09/2023
ARGAN INC,AGX,690866151.03,38.19,"382,558",40.74,37.7901,40.00,44.24,06/09/2023
AGILYSYS INC,AGYS,2655069197.36,72.88,"107,928",73.34,72.21,72.39,72.39,06/09/2023
ADAPTHEALTH CORP,AHCO,3215678107.4,10.30,"994,223",10.46,10.21,10.38,10.41,06/09/2023
ARMADA HOFFLER PPTYS INC,AHH,913176705.49,11.81,"152,255",11.82,11.70,11.80,11.83,06/09/2023
ARMADA HOFFLER PPTYS INC 6.75% CUM RED PERP PREF STOCK SERIES A,AHHpA,69904334.5,22.75,"2,826",22.925,22.65,22.925,22.81,06/09/2023
ADVANCED HEALTH INTELLIGENCE LTD SPON ADS EACH REP 7 ORD SHS,AHI,631006493.6,2.18,"130,810,475",3.26,0.6103,0.6236,0.31,06/09/2023
ASPEN INSURANCE HLDGS 5.95%NON CUM FXD FLTG RTE PERP PFD USD25,AHLpC,189561537.36,24.93,"14,786",24.99,24.92,24.92,24.94,06/09/2023
ASPEN INSURANCE HLDGS 5.625%NON CUM PERP PFD SHS USD25,AHLpD,85510781.15,19.55,"8,832",19.72,19.55,19.72,19.43,06/09/2023
ASPEN INSURANCE HLDGS 5.625 DEP SHS REP 1/1000TH PFD SHS,AHLpE,84522978.91,19.31,"12,896",19.35,19.00,19.15,19.27,06/09/2023
AHREN ACQUISITION CORP,AHRN,243325452.56,10.49,164,10.49,10.49,10.49,10.50,06/06/2023
AHREN ACQUISITION CORP UNIT 1 ORD CL A & 1/2 WT EXP(09/12/2026),AHRNU,3908285.2,10.52,100,10.52,10.52,10.52,10.52,06/09/2023
ASHFORD HOSPITALITY TRUST INC,AHT,649455622.98,4.19,"438,519",4.33,4.1483,4.20,4.23,06/09/2023
ASHFORD HOSPITALITY TRUST INC 7.375% PFD CUM SER F USD25,AHTpF,12194734.32,16.08,"3,820",16.08,15.01,15.41,15.36,06/09/2023
ASHFORD HOSPITALITY TRUST INC CUM PFD SER G,AHTpG,17589252.45,16.87,"3,491",16.92,16.20,16.92,16.47,06/09/2023
ASHFORD HOSPITALITY TRUST INC 7.50% CUMULATIVE PRFD STK SER H USD25,AHTpH,6153682.77,15.1501,"1,718",15.44,15.15,15.32,15.62,06/09/2023
ASHFORD HOSPITALITY TRUST INC 7.5% CUM PREF SHS SERIES I USD25,AHTpI,14727270.56,16.16,572,16.36,15.8681,16.36,15.70,06/09/2023
C3.AI INC,AI,107952157052.73,36.99,"28,428,495",39.3799,35.81,37.33,36.22,06/09/2023
AIB ACQUISITION CORPORATION,AIB,19599937.5,10.75,104,10.75,10.75,10.75,10.78,06/07/2023
AIB ACQUISITION CORPORATION UNITS 1 COM CL A & 1 RT,AIBBU,917083.5,10.9087,700,10.99,10.875,10.875,10.60,05/26/2023
ARLINGTON ASSET INVESTMENT CORP 6.750% PREF 15/03/2025 USD25,AIC,14066925.6,24.36,"2,160",24.39,24.33,24.35,24.39,06/09/2023
APOLLO TACTICAL INCOME FD INC,AIF,182484568.86,12.27,"42,413",12.32,12.26,12.29,12.28,06/09/2023
AMERICAN INTERNATIONAL GROUP INC 5.85%NON CUM PER DEP SHS REP 1/1000 SR A,AIGpA,314026897.0,24.67,"13,674",24.82,24.62,24.62,24.79,06/09/2023
AESTHETIC MEDICAL INT HLDGS GRP LTD SPON ADS EACH REP 3 ORD SHS,AIH,1910025.6,0.96,"3,132",0.9735,0.9361,0.9361,0.97,06/09/2023
SENMIAO TECHNOLOGY LIMITED,AIHS,32874430.05,0.77,"18,214",0.81,0.77,0.77,0.77,06/09/2023
AIM IMMUNOTECH INC,AIM,19624338.0,0.50,"259,848",0.53,0.45,0.46,0.45,06/09/2023
AIMFINITY INVESTMENT CORP I UT 1A&1WT CL1 EX & 1/2WT CL2 EX 01/02/29,AIMAU,6135463.95,10.29,"1,020",10.60,10.29,10.60,10.58,06/08/2023
AIMFINITY INVESTMENT CORP I UNIT 1 CL A & 1/2 WT CL 2 (21/04/2027),AIMBU,20787702.4,10.60,"1,200",10.60,10.52,10.52,10.46,06/06/2023
AINOS INC,AIMD,75345565.69,0.7298,"3,914",0.7299,0.68,0.69,0.72,06/09/2023
ALBANY INTERNATIONAL CORP,AIN,3014802194.9,90.85,"61,323",91.31,90.41,91.31,91.60,06/09/2023
ASHFORD INC,AINC,20290026.24,10.56,315,10.56,10.56,10.56,10.45,06/09/2023
ARTERIS INC,AIP,223126115.1,7.42,"687,466",7.62,6.84,7.04,7.44,06/09/2023
AAR CORP,AIR,3166970295.1,55.18,"219,036",55.63,54.47,54.71,54.96,06/09/2023
APARTMENT INCOME REIT CORP,AIRC,7678555547.25,36.75,"901,450",36.84,36.33,36.50,36.41,06/09/2023
AIRGAIN INC,AIRG,47488326.0,6.00,"2,639",6.23,5.98,6.07,6.13,06/09/2023
AIR INDUSTRIES GROUP,AIRI,11739409.22,3.41,"52,088",3.90,3.35,3.4948,3.65,06/09/2023
AIRSCULPT TECHNOLOGIES INC,AIRS,497520772.56,8.01,"131,325",8.055,7.87,7.95,7.97,06/09/2023
AIR T INC,AIRT,34797023.36,26.29,"1,096",27.47,26.24,26.70,26.69,06/09/2023
AIR T FUNDING 8% ALPHA INCOME TR PFD SECS NEW(R/S),AIRTP,5219764.0,22.00,"1,302",22.00,21.00,21.00,21.97,06/09/2023
APPLIED INDUSTRIAL TECHNOLOGIES INC,AIT,6458484335.6,134.74,"106,327",135.33,133.35,134.28,135.34,06/09/2023
APARTMENT INVESTMENT & MANAGEMENT,AIV,2989831415.76,8.56,"545,087",8.565,8.48,8.53,8.57,06/09/2023
XIAO-I CORPORATION SPON ADS EACH REP 0.3 COM SHS,AIXI,121139028.53,5.59,"69,406",5.75,5.40,5.50,5.60,06/09/2023
ASSURANT INC,AIZ,14428338732.48,125.52,"325,476",126.53,124.46,125.61,125.73,06/09/2023
ASSURANT INC 5.25% SUB NOTES DUE 15/01/2061,AIZN,89064043.73,20.17,"6,722",20.65,20.15,20.20,20.15,06/09/2023
GALLAGHER(ARTHUR J.)& CO,AJG,45791369376.33,206.87,"548,889",207.57,203.65,204.10,204.84,06/09/2023
AEROJET ROCKETDYNE HLDGS INC,AJRD,12498160119.76,54.04,"1,233,127",54.49,54.00,54.39,54.53,06/09/2023
GREAT AJAX CORP,AJX,153459850.05,5.85,"71,256",5.85,5.73,5.75,5.75,06/09/2023
GREAT AJAX CORP,AJXA,56156968.35,24.35,"2,573",24.40,24.3301,24.36,24.35,06/09/2023
A K A BRANDS HLDG CORP,AKA,24463582.7,0.4828,"289,690",0.55,0.44,0.48,0.4951,06/09/2023
AKANDA CORP,AKAN,78377217.8,0.70,"64,626",0.7301,0.70,0.7301,0.72,06/09/2023
AKEBIA THERAPEUTICS INC,AKBA,1078746719.4,1.26,"962,096",1.27,1.2106,1.25,1.25,06/09/2023
AKILI INC,AKLI,140702504.82,1.42,"7,238,836",1.67,1.23,1.32,1.15,06/09/2023
EMBOTELLADORA ANDINA SA SPON ADR-EACH REPR 6 SER'A'PRF NPV,AKO.A,6521195.24,12.58,369,13.00,12.58,13.00,13.00,06/09/2023
EMBOTELLADORA ANDINA SA SPON ADR-EACH REPR 6 SER'B'PRF NPV,AKO.B,99469416.16,15.56,"21,871",15.805,15.4154,15.60,15.6402,06/09/2023
ACADIA REALTY TRUST,AKR,2483074539.88,14.41,"503,196",14.46,14.23,14.33,14.39,06/09/2023
AKERO THERAPEUTICS INC,AKRO,11166380155.24,52.49,"431,009",53.73,51.97,52.21,51.66,06/09/2023
AKOUSTIS TECHNOLOGIES INC,AKTS,411418054.63,3.19,"406,830",3.47,3.145,3.43,3.43,06/09/2023
AKARI THERAPEUTICS PLC SPON ADR EACH REPR 100 ORD,AKTX,8367608.5,0.156,"793,505",0.168,0.1404,0.168,0.16,06/09/2023
AKOYA BIOSCIENCES INC,AKYA,194842760.16,5.37,"642,909",5.60,5.15,5.36,5.28,06/09/2023
AIR LEASE CORP,AL,5705149637.88,41.58,"586,296",41.735,41.075,41.64,41.70,06/09/2023
ALARUM TECHNOLOGIES LTD SPON ADS EACH REP 10 ORD SHS (POST SPLT),ALAR,47954418.84,2.36,"21,579",2.42,2.33,2.33,2.35,06/09/2023
ALBEMARLE CORP,ALB,91876461988.5,220.50,"1,492,764",222.83,218.36,220.05,219.62,06/09/2023
AVALON GLOBOCARE CORP,ALBT,37008310.56,2.08,"7,942",2.19,2.0749,2.0749,2.12,06/09/2023
ALCON AG,ALC,19131297423.68,79.04,"656,870",79.22,78.82,78.98,78.92,06/09/2023
ALTC ACQUISITION CORP,ALCC,500884314.74,10.54,"87,304",10.57,10.53,10.55,10.55,06/09/2023
ALICO INC,ALCO,349132410.24,26.24,"22,199",26.45,26.06,26.14,26.30,06/09/2023
ALCHEMY INVTS ACQUISITION CORP 1 UNIT 1 CL A COM & 1/2 WT,ALCYU,95422260.54,10.18,122,10.18,10.18,10.18,10.18,06/09/2023
ALLETE INC,ALE,4942178284.2,61.40,"223,655",62.00,60.97,62.00,61.96,06/09/2023
ALECTOR INC,ALEC,983569881.84,7.28,"327,414",7.375,7.10,7.36,7.35,06/09/2023
ALEXANDER & BALDWIN INC,ALEX,1178359757.72,18.79,"420,291",19.11,18.71,19.07,19.16,06/09/2023
ALAMO GROUP INC,ALG,2348153906.7,181.30,"43,004",183.17,179.77,183.17,183.55,06/09/2023
ALLEGRO MICROSYSTEMS INC,ALGM,10792440178.8,38.85,"830,466",40.3498,38.43,39.99,39.50,06/09/2023
ALIGN TECHNOLOGY INC,ALGN,72780213377.4,304.44,"484,576",309.66,301.99,304.60,306.76,06/09/2023
ALIGOS THERAPEUTICS INC,ALGS,60580683.52,1.12,"35,262",1.16,1.08,1.12,1.10,06/09/2023
ALLEGIANT TRAVEL COMPANY,ALGT,6204564034.32,109.14,"440,073",111.58,108.99,109.10,109.13,06/09/2023
ALIGNMENT HEALTHCARE INC,ALHC,1529080409.8,7.10,"597,056",7.25,6.87,6.95,6.96,06/09/2023
ALIGHT INC,ALIT,6146952140.2,8.81,"1,082,418",9.00,8.79,8.92,8.99,06/09/2023
ALASKA AIR GROUP INC,ALK,18516560372.45,48.65,"2,033,025",49.275,48.65,48.82,48.65,06/09/2023
ALKERMES PLC,ALKS,11210340103.6,31.13,"915,430",31.54,31.03,31.35,31.54,06/09/2023
ALKAMI TECHNOLOGY INC,ALKT,1082175230.25,15.35,"314,037",15.70,15.05,15.05,14.97,06/09/2023
ALLSTATE CORP,ALL,51545634315.84,111.96,"1,602,925",112.95,110.50,111.21,111.91,06/09/2023
ALLEGION PLC,ALLE,20584254001.5,112.65,"407,448",113.72,112.175,113.27,113.10,06/09/2023
ALLEGO N V,ALLG,117102977.58,2.23,"83,120",2.40,2.12,2.39,2.40,06/09/2023
ALLAKOS INC,ALLK,1588088265.6,4.80,"599,748",4.938,4.71,4.87,4.85,06/09/2023
ALLOGENE THERAPEUTICS INC,ALLO,2679219548.28,5.64,"724,110",5.85,5.60,5.80,5.80,06/09/2023
ALLOT LTD,ALLT,90561444.94,3.07,"95,198",3.17,3.00,3.17,3.1625,06/09/2023
ALLY FINANCIAL INC,ALLY,37042179300.0,28.00,"2,960,098",28.53,27.95,28.49,28.40,06/09/2023
ALLSTATE CORP 5.1% PREF 15/01/2053,ALLpB,345461589.84,25.4734,"7,451",25.4799,25.44,25.44,25.44,06/09/2023
ALLSTATE CORP DEP SHS REP 1/1000 NON CUM PER PRF SER H,ALLpH,708842936.1,21.97,"77,466",22.05,21.87,22.00,22.00,06/09/2023
ALLSTATE CORP 4.750% DEP SHS REP 1/1000TH PRP PFD SR I,ALLpI,166553057.73,22.13,"14,315",22.5471,22.13,22.5471,22.21,06/09/2023
ALLSTATE CORP DEP SHS REPSTG 1/1000TH NON PERP PFD SER,ALLpJ,461075051.05,26.45,"157,511",26.52,26.38,26.50,26.49,06/09/2023
ALNYLAM PHARMACEUTICALS INC,ALNY,41310215838.24,190.83,"457,625",192.93,189.67,190.65,190.43,06/09/2023
ALSP ORCHID ACQUISITION CORP I,ALOR,118659709.98,10.54,0,10.54,10.54,10.54,10.54,06/09/2023
ALSP ORCHID ACQUISITION CORP I UNIT 1 CL A & 1/2 WT EXP (30/11/2028),ALORU,1931202.0,10.53,"2,916",10.53,10.5001,10.5001,10.58,06/07/2023
ALPHA HEALTHCARE ACQ CORP III,ALPA,83534108.76,10.26,122,10.26,10.26,10.26,10.26,06/08/2023
ALPHA HEALTHCARE ACQ CORP III UNIT 1 CL A & 1/4 WT EXP(01/04/2026),ALPAU,5513936.25,10.25,100,10.25,10.25,10.25,10.26,06/09/2023
ALPINE IMMUNE SCIENCES INC,ALPN,263106801.36,10.27,"177,738",10.59,10.09,10.40,10.37,06/09/2023
ALPINE 4 HOLDINGS INC,ALPP,46328230.24,2.48,"24,585",2.56,2.422,2.56,2.50,06/09/2023
ALPINE SUMMIT ENERGY PARTNERS INC,ALPS,10685712.32,0.5783,"69,212",0.60,0.57,0.60,0.5816,06/09/2023
